"","Strain","max","min","mean","median","count"
"310","[Microcystis aeruginosa]CALU 972",0.143335565974548,0.143335565974548,0.143335565974548,0.143335565974548,1
"311","[Oscillatoria",0.141243811881188,0.089889640441438,0.127174767303198,0.138782808445084,4
"312","Planktothrix rubescens]CBT 310",0.141243811881188,0.141243811881188,0.141243811881188,0.141243811881188,1
"313","MIRS-04",0.140837104072398,0.140837104072398,0.140837104072398,0.140837104072398,1
"314","[Planktothrix sp.]Max13",0.13975249019016,0.13975249019016,0.13975249019016,0.13975249019016,1
"315","bloom",0.139397905759162,0.133857005450465,0.136627455604814,0.136627455604814,2
"316","Planktothrix agardhii]CCAP 1459",0.139397905759162,0.139397905759162,0.139397905759162,0.139397905759162,1
"317","[Microcystis aeruginosa]MK10.10",0.138234259584946,0.138234259584946,0.138234259584946,0.138234259584946,1
"318","Planktothrix agardhii]PH-123",0.138167711131006,0.138167711131006,0.138167711131006,0.138167711131006,1
"319","RST9501",0.137743076016499,0.137743076016499,0.137743076016499,0.137743076016499,1
"320","[Microcystis aeruginosa]98",0.137192035099561,0.137192035099561,0.137192035099561,0.137192035099561,1
"321","[Phormidium sp.]CENA270",0.136450686243217,0.12569649295313,0.131073589598174,0.131073589598174,2
"322","[Oscillatoria tenuis]E6",0.135631001371742,0.135631001371742,0.135631001371742,0.135631001371742,1
"323","UTCC507",0.135378459486496,0.135378459486496,0.135378459486496,0.135378459486496,1
"324","[Microcystis sp.]NPLJ-4",0.135200777202073,0.135200777202073,0.135200777202073,0.135200777202073,1
"325","CYA 83",0.13397212543554,0.10931899641577,0.121645560925655,0.121645560925655,2
"326","[Anabaena sp.]202 A1",0.133934535738143,0.101247248716067,0.117590892227105,0.117590892227105,2
"327","[Anabaena sp.]202 A2",0.133934535738143,0.101247248716067,0.117590892227105,0.117590892227105,2
"328","[Microcystis aeruginosa]WR 70",0.131323283082077,0.131323283082077,0.131323283082077,0.131323283082077,1
"329","11A",0.129274395329441,0.115087040618956,0.122180717974198,0.122180717974198,2
"330","TAU IL-89-2",0.125340381226974,0.125340381226974,0.125340381226974,0.125340381226974,1
"331","[Microcystis aeruginosa]NPLJ-4",0.12418636519356,0.101090014064697,0.109209635782715,0.102352528089887,3
"332","173",0.122801082543978,0.122801082543978,0.122801082543978,0.122801082543978,1
"333","208",0.122801082543978,0.122801082543978,0.122801082543978,0.122801082543978,1
"334","[Microcystis aeruginosa]205",0.122040389972145,0.122040389972145,0.122040389972145,0.122040389972145,1
"335","RST 9501",0.120718887758562,0.120718887758562,0.120718887758562,0.120718887758562,1
"336","[Microcystis sp.]RST9501",0.119443501866304,0.114110010249402,0.116776756057853,0.116776756057853,2
"337","NIVA-CYA 548",0.118882275132275,0.118882275132275,0.118882275132275,0.118882275132275,1
"338","[Microcystis aeruginosa]M.TN-2",0.116451612903226,0.116451612903226,0.116451612903226,0.116451612903226,1
"339","[Microcystis aeruginosa]NIES CRM No. 26",0.112290311537145,0.074074074074074,0.0931821928056095,0.0931821928056095,2
"340","[Dolicospermum sp.]NIVA-CYA 656",0.10941475826972,0.10941475826972,0.10941475826972,0.10941475826972,1
"341","[Nostoc sp.]UK8911A",0.101090014064697,0.101090014064697,0.101090014064697,0.101090014064697,1
"342","SAG 36.91",0.099198717948718,0.095766940286496,0.097482829117607,0.097482829117607,2
"343","NIES-101",0.0949529512403765,0.0949529512403765,0.0949529512403765,0.0949529512403765,1
"344","[Oscillatoria agardhii]NIES 610",0.0934397163120565,0.0934397163120565,0.0934397163120565,0.0934397163120565,1
"345","Planktothrix agardhii]CYA-29",0.089889640441438,0.089889640441438,0.089889640441438,0.089889640441438,1
"346","18",0.084319699988281,0.084319699988281,0.084319699988281,0.084319699988281,1
"347","2",0.084319699988281,0.084319699988281,0.084319699988281,0.084319699988281,1
"348","[Anabaena flos-aquae]S-23-g-1",0.081020255063766,0.081020255063766,0.081020255063766,0.081020255063766,1
"349","[Dolichospermum sp.]90",0.0803303303303305,0.0803303303303305,0.0803303303303305,0.0803303303303305,1
"350","[Oscillatoria agardhii]CCAP 1459",0.0757749712973595,0.0757749712973595,0.0757749712973595,0.0757749712973595,1
"351","[Microcystis aeruginosa]K-139",0.064847077042199,0.064847077042199,0.064847077042199,0.064847077042199,1
